,run_id,model,task_name,task_param,date,time,n_name_recommendations,n_unique_names_recommendations,n_unique_author_recommendations,n_author_hallucinations,name_similarity,gender_diversity,ethnicity_diversity,aps_scholarly_similarity,oa_scholarly_similarity,scholarly_similarity,aps_career_age_similarity,oa_career_age_similarity,career_age_similarity,institutions_share,country_of_affiliation_share,coauthors_share,coauthors_recommended_share,recommended_author_pairs_are_coauthors
30,g2_top5_1212_08,gemma2-9b,top_k,top_5,2024-12-12,08:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
31,g2_top5_1212_16,gemma2-9b,top_k,top_5,2024-12-12,16:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
32,g2_top5_1213_00,gemma2-9b,top_k,top_5,2024-12-13,00:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
33,g2_top5_1213_08,gemma2-9b,top_k,top_5,2024-12-13,08:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
34,g2_top5_1213_16,gemma2-9b,top_k,top_5,2024-12-13,16:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
35,g2_top5_1214_00,gemma2-9b,top_k,top_5,2024-12-14,00:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
36,g2_top5_1214_08,gemma2-9b,top_k,top_5,2024-12-14,08:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
37,g2_top5_1214_16,gemma2-9b,top_k,top_5,2024-12-14,16:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
38,g2_top5_1215_00,gemma2-9b,top_k,top_5,2024-12-15,00:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
39,g2_top5_1215_08,gemma2-9b,top_k,top_5,2024-12-15,08:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
40,g2_top5_1215_16,gemma2-9b,top_k,top_5,2024-12-15,16:00,5,5,3,2,0.5502813852813853,0.4444444444444444,0.4444444444444444,0.0413714066068339,0.0715341553569141,0.0548251684757238,0.6188335867098509,0.6748870746009035,0.6468603306553772,0.0416666666666666,0.5555555555555555,0.066514126243992,0.0,0.3333333333333333
41,l3_8_top5_1209_00,llama3-8b,top_k,top_5,2024-12-09,00:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
42,l3_8_top5_1209_08,llama3-8b,top_k,top_5,2024-12-09,08:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
43,l3_8_top5_1209_16,llama3-8b,top_k,top_5,2024-12-09,16:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
44,l3_8_top5_1210_00,llama3-8b,top_k,top_5,2024-12-10,00:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
45,l3_8_top5_1210_08,llama3-8b,top_k,top_5,2024-12-10,08:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
46,l3_8_top5_1210_16,llama3-8b,top_k,top_5,2024-12-10,16:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
47,l3_8_top5_1211_00,llama3-8b,top_k,top_5,2024-12-11,00:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
48,l3_8_top5_1211_08,llama3-8b,top_k,top_5,2024-12-11,08:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
49,l3_8_top5_1211_16,llama3-8b,top_k,top_5,2024-12-11,16:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
50,l3_8_top5_1212_00,llama3-8b,top_k,top_5,2024-12-12,00:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
51,l3_8_top5_1212_08,llama3-8b,top_k,top_5,2024-12-12,08:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
52,l3_8_top5_1212_16,llama3-8b,top_k,top_5,2024-12-12,16:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
53,l3_8_top5_1213_00,llama3-8b,top_k,top_5,2024-12-13,00:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
54,l3_8_top5_1213_08,llama3-8b,top_k,top_5,2024-12-13,08:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
55,l3_8_top5_1213_16,llama3-8b,top_k,top_5,2024-12-13,16:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
56,l3_8_top5_1214_00,llama3-8b,top_k,top_5,2024-12-14,00:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
57,l3_8_top5_1214_08,llama3-8b,top_k,top_5,2024-12-14,08:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
58,l3_8_top5_1214_16,llama3-8b,top_k,top_5,2024-12-14,16:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
59,l3_8_top5_1215_00,llama3-8b,top_k,top_5,2024-12-15,00:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
60,l3_8_top5_1215_08,llama3-8b,top_k,top_5,2024-12-15,08:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
61,l3_8_top5_1215_16,llama3-8b,top_k,top_5,2024-12-15,16:00,5,5,5,0,0.531504884004884,0.3199999999999998,0.6399999999999999,0.013996268783257,0.043399773308852,0.0146797398201936,0.7173289795918367,0.7255222156086971,0.7214255976002669,0.1432178932178932,0.7333333333333333,0.2081601412747497,0.37,0.25
62,l31_70_top100_1209_00,llama-3.1-70b,top_k,top_100,2024-12-09,00:00,125,125,103,22,0.5160969693860555,0.3836908284023669,0.6677144970414202,0.0674112921367796,0.0668256452560105,0.0537194331593833,0.9846591351851004,0.985514321035063,0.9850867281100816,0.0158822283133763,0.3274214523583343,0.0372430708790614,0.0859895747025871,0.007805063773082
63,l31_70_top100_1209_08,llama-3.1-70b,top_k,top_100,2024-12-09,08:00,86,86,69,17,0.5175865482083726,0.376734693877551,0.610204081632653,0.0431681431591589,0.0464595216907369,0.0322638760791238,0.977253266707845,0.978059801807465,0.977656534257655,0.0190730355033391,0.2844116994116994,0.0474216496398139,0.1245458293023916,0.0121483375959079
64,l31_70_top100_1209_16,llama-3.1-70b,top_k,top_100,2024-12-09,16:00,96,96,84,12,0.5132784837006039,0.3164013840830449,0.5959861591695502,0.0485787994996079,0.0585383556303737,0.0374978421926799,0.9811237634502352,0.9817773164819696,0.9814505399661024,0.0241713828747737,0.3884282641227086,0.0512635859498374,0.1243078562928098,0.01061388410786
65,l31_70_top100_1210_00,llama-3.1-70b,top_k,top_100,2024-12-10,00:00,91,91,77,14,0.5183555400374769,0.328375966686496,0.6023200475907198,0.0667658559494894,0.0469282503358998,0.0379030292069401,0.979999860621441,0.9809931736147954,0.980496517118118,0.0215278449795791,0.3612747916067835,0.0531378601286084,0.1179263743310119,0.0111073137388926
66,l31_70_top100_1210_08,llama-3.1-70b,top_k,top_100,2024-12-10,08:00,84,84,68,16,0.5167155424063314,0.3435826224955366,0.5514778813727437,0.0637705460795906,0.0602464097871337,0.0376021093317412,0.977539451711088,0.9786570638174926,0.9780982577642904,0.013828726489479,0.285425887244069,0.0335365033676304,0.0625836178823986,0.0120719929762949
67,l31_70_top100_1210_16,llama-3.1-70b,top_k,top_100,2024-12-10,16:00,84,84,66,18,0.5157955108957881,0.3187716262975778,0.6007785467128028,0.0505041096236316,0.0434869934072253,0.0278684456275921,0.9766181836122032,0.9777794143675042,0.9771987989898536,0.0145022217660816,0.2875895567698846,0.0370900005435202,0.0767339097391247,0.0121212121212121
68,l31_70_top100_1211_00,llama-3.1-70b,top_k,top_100,2024-12-11,00:00,98,98,75,23,0.5148197313274755,0.3996444444444443,0.6172444444444445,0.0749081511505422,0.0452599118240675,0.0352903880483998,0.9792430758316392,0.9801278539292552,0.9796854648804472,0.0136369405422827,0.2687106912760836,0.0324217867517206,0.0670186991861849,0.0102702702702702
69,l31_70_top100_1211_08,llama-3.1-70b,top_k,top_100,2024-12-11,08:00,85,85,71,14,0.516334190321169,0.3490304709141274,0.6000692520775623,0.0590246190360402,0.0398538713460072,0.03399636884721,0.9785133885941016,0.9796476204918774,0.9790805045429896,0.019547382591072,0.3461006181318681,0.0480999006214841,0.1087904432440534,0.0118712273641851
70,l31_70_top100_1211_16,llama-3.1-70b,top_k,top_100,2024-12-11,16:00,73,73,58,15,0.5236222092006017,0.3424303361103131,0.670496983625395,0.0395792096948127,0.0276699572515573,0.0191129099387111,0.9727348104983592,0.9744616970645466,0.9735982537814528,0.0260655903013758,0.4014333814333814,0.0552025700691834,0.1396251368088753,0.013914095583787
71,l31_70_top100_1212_00,llama-3.1-70b,top_k,top_100,2024-12-12,00:00,76,76,66,10,0.5287947705587432,0.4410781911338828,0.6732011583871688,0.0521590626217499,0.045080826331771,0.0261070384029356,0.9768613781599113,0.9781798809202537,0.9775206295400825,0.0254593254385096,0.4345261287838728,0.051581972432785,0.1339059028581445,0.0111888111888111
72,l31_70_top100_1212_08,llama-3.1-70b,top_k,top_100,2024-12-12,08:00,105,105,74,31,0.5173281720559892,0.3527111111111112,0.5404444444444445,0.0815625877973277,0.0750679545582663,0.0597856813251934,0.97958546985825,0.9803359082839188,0.9799606890710844,0.0209966247688674,0.3488589963348523,0.0392150739995499,0.0941815268693415,0.0107367641614216
73,l31_70_top100_1212_16,llama-3.1-70b,top_k,top_100,2024-12-12,16:00,102,102,82,20,0.5136392195258279,0.3636621315192743,0.5428004535147393,0.0661103559290637,0.0481954859424936,0.0397066304024846,0.980906346561106,0.9821227144988136,0.9815145305299596,0.02513809121253,0.3768326371484266,0.0510224527615495,0.1238818719273788,0.009936766034327
74,l31_70_top100_1213_00,llama-3.1-70b,top_k,top_100,2024-12-13,00:00,88,88,74,14,0.5168817269668178,0.3384073065213907,0.6024675532767185,0.0585073180904772,0.0386810275796938,0.0319352835190795,0.9792309495603048,0.9802887547507416,0.9797598521555232,0.0203757754415436,0.3453577699736611,0.051544598605933,0.1192564615271644,0.0114772306553128
75,l31_70_top100_1213_08,llama-3.1-70b,top_k,top_100,2024-12-13,08:00,99,99,82,17,0.5189115157029722,0.2903033908387865,0.6130279595478881,0.0499448015551805,0.0418876664476524,0.0331888067580421,0.980433919396098,0.9814624132911516,0.9809481663436248,0.0215406074010125,0.3635110503531555,0.0484162672654272,0.1236945108257616,0.0093345377898223
76,l31_70_top100_1213_16,llama-3.1-70b,top_k,top_100,2024-12-13,16:00,89,89,73,16,0.5222166098257596,0.3392987582176772,0.5850986121256392,0.0375706119178526,0.0302575231773282,0.0222376888356399,0.9786183590372154,0.9796492644939444,0.97913381176558,0.0240203253102556,0.4136779059449867,0.0496786026113105,0.1291433045738536,0.0106544901065449
77,l31_70_top100_1214_00,llama-3.1-70b,top_k,top_100,2024-12-14,00:00,99,99,82,17,0.5189115157029722,0.2903033908387865,0.6130279595478881,0.0499448015551805,0.0418876664476524,0.0331888067580421,0.980433919396098,0.9814624132911516,0.9809481663436248,0.0215406074010125,0.3635110503531555,0.0484162672654272,0.1236945108257616,0.0093345377898223
78,l31_70_top100_1214_08,llama-3.1-70b,top_k,top_100,2024-12-14,08:00,108,108,90,18,0.5168872436967015,0.3456104335225214,0.6334983697621059,0.0624806734853351,0.0597528625432115,0.042561421685895,0.9823638862833032,0.9832628844620316,0.9828133853726674,0.0215194724866066,0.3821194184403117,0.046517223076461,0.119259038693848,0.0084893882646691
